date,temp_min,temp_max,temp_mean,temp_quick_change,wind_min,wind_max,wind_mean,wind_quick_change,pressure_min,pressure_max,pressure_mean,pressure_quick_change,sun_irr_min,sun_irr_max,sun_irr_mean,sun_time_min,sun_time_max,sun_time_mean,sun_irr_quick_change,sun_time_quick_change,precip_min,precip_max,precip_mean,precip_total,precipitation_quick_change,cloud_min,cloud_max,cloud_mean,cloud_quick_change
1963-03-27,,,,,0.0,4.0,2.375,False,,,,,,,,,,,,,,,,,,0.0,88.0,43.63157894736842,False
1963-03-28,,,,,1.5,5.5,3.7708333333333335,False,,,,,,,,,,,,,,,,,,0.0,88.0,70.73684210526316,False
1963-03-29,,,,,2.0,6.5,4.291666666666667,False,,,,,,,,,,,,,,,,,,0.0,88.0,41.05263157894737,False
1963-03-30,,,,,2.0,6.5,4.1875,False,,,,,,,,,,,,,,,,,,13.0,100.0,67.36842105263158,False
1963-03-31,,,,,0.0,5.0,2.8541666666666665,False,,,,,,,,,,,,,,,,,,0.0,38.0,5.421052631578948,False
1963-04-01,,,,,0.0,4.0,2.0625,False,,,,,,,,,,,,,,,,,,0.0,100.0,30.42105263157895,False
1963-04-02,,,,,1.0,7.0,4.541666666666667,False,,,,,,,,,,,,,,,,,,0.0,100.0,80.47368421052632,False
1963-04-03,,,,,0.0,6.0,3.1041666666666665,False,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,False
1963-04-04,,,,,0.0,3.0,1.625,False,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,False
1963-04-05,,,,,2.0,6.0,4.145833333333333,False,,,,,,,,,,,,,,,,,,0.0,100.0,90.94736842105263,False
1963-04-06,,,,,0.0,6.0,2.5208333333333335,False,,,,,,,,,,,,,,,,,,0.0,88.0,35.05263157894737,False
1963-04-07,,,,,0.0,4.5,1.6041666666666667,False,,,,,,,,,,,,,,,,,,0.0,88.0,44.89473684210526,False
1963-04-08,,,,,0.0,5.5,2.0652173913043477,False,,,,,,,,,,,,,,,,,,0.0,88.0,31.94736842105263,False
1963-04-09,,,,,0.0,8.0,4.208333333333333,True,,,,,,,,,,,,,,,,,,0.0,75.0,36.36842105263158,False
1963-04-10,,,,,1.0,5.0,3.3958333333333335,False,,,,,,,,,,,,,,,,,,13.0,113.0,77.89473684210526,False
1963-04-11,,,,,4.0,9.5,6.583333333333333,False,,,,,,,,,,,,,,,,,,75.0,100.0,94.89473684210526,False
1963-04-12,,,,,1.0,8.5,5.270833333333333,False,,,,,,,,,,,,,,,,,,50.0,113.0,96.10526315789474,False
1963-04-13,,,,,0.0,6.0,3.1875,False,,,,,,,,,,,,,,,,,,0.0,113.0,81.10526315789474,False
1963-04-14,,,,,2.5,8.0,4.645833333333333,False,,,,,,,,,,,,,,,,,,0.0,13.0,4.105263157894737,False
1963-04-15,,,,,3.5,13.0,7.708333333333333,False,,,,,,,,,,,,,,,,,,0.0,100.0,79.05263157894737,False
1963-04-16,,,,,0.0,7.5,3.9583333333333335,False,,,,,,,,,,,,,,,,,,0.0,100.0,53.526315789473685,False
1963-04-17,,,,,0.0,6.5,2.9375,False,,,,,,,,,,,,,,,,,,0.0,88.0,42.31578947368421,False
1963-04-18,,,,,0.0,3.5,1.9375,False,,,,,,,,,,,,,,,,,,0.0,100.0,92.78947368421052,False
1963-04-19,,,,,0.0,5.5,2.9583333333333335,False,,,,,,,,,,,,,,,,,,75.0,113.0,99.47368421052632,False
1963-04-20,,,,,1.0,4.5,2.375,False,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,False
1963-04-21,,,,,2.0,4.5,3.4375,False,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,False
1963-04-22,,,,,2.0,4.5,3.2708333333333335,False,,,,,,,,,,,,,,,,,,100.0,113.0,102.05263157894737,False
1963-04-23,,,,,3.0,6.5,4.3125,False,,,,,,,,,,,,,,,,,,0.0,100.0,88.89473684210526,False
1963-04-24,,,,,1.0,7.5,4.208333333333333,False,,,,,,,,,,,,,,,,,,0.0,100.0,46.21052631578947,False
1963-04-25,,,,,0.0,4.5,2.0416666666666665,False,,,,,,,,,,,,,,,,,,0.0,100.0,65.89473684210526,False
1963-04-26,,,,,0.0,7.0,3.0,False,,,,,,,,,,,,,,,,,,0.0,75.0,23.210526315789473,False
1963-04-27,,,,,0.0,7.5,2.6041666666666665,False,,,,,,,,,,,,,,,,,,0.0,88.0,47.05263157894737,False
1963-04-28,,,,,1.0,6.0,3.1041666666666665,True,,,,,,,,,,,,,,,,,,0.0,100.0,41.68421052631579,False
1963-04-29,,,,,1.5,4.5,2.9166666666666665,False,,,,,,,,,,,,,,,,,,50.0,113.0,95.52631578947368,False
1963-04-30,,,,,0.0,4.0,1.9583333333333333,False,,,,,,,,,,,,,,,,,,88.0,113.0,97.52631578947368,False
1963-05-01,,,,,0.0,6.0,3.1875,False,,,,,,,,,,,,,,,,,,25.0,100.0,69.36842105263158,False
1963-05-02,,,,,0.0,7.0,3.9583333333333335,False,,,,,,,,,,,,,,,,,,25.0,113.0,90.89473684210526,False
1963-05-03,,,,,3.0,8.0,5.854166666666667,False,,,,,,,,,,,,,,,,,,0.0,75.0,41.0,True
1963-05-04,,,,,0.0,6.0,2.375,True,,,,,,,,,,,,,,,,,,0.0,88.0,32.36842105263158,False
1963-05-05,,,,,0.0,7.5,4.520833333333333,False,,,,,,,,,,,,,,,,,,0.0,100.0,54.8421052631579,False
1963-05-06,,,,,0.0,4.5,2.8541666666666665,False,,,,,,,,,,,,,,,,,,88.0,113.0,99.42105263157895,False
1963-05-07,,,,,0.0,6.0,4.041666666666667,True,,,,,,,,,,,,,,,,,,0.0,100.0,33.78947368421053,True
1963-05-08,,,,,0.0,7.5,3.8333333333333335,False,,,,,,,,,,,,,,,,,,0.0,100.0,10.68421052631579,False
1963-05-09,,,,,0.0,6.0,3.1458333333333335,False,,,,,,,,,,,,,,,,,,0.0,50.0,16.0,False
1963-05-10,,,,,1.5,7.5,4.458333333333333,False,,,,,,,,,,,,,,,,,,13.0,88.0,43.05263157894737,False
1963-05-11,,,,,1.5,9.0,4.395833333333333,True,,,,,,,,,,,,,,,,,,0.0,100.0,45.0,False
1963-05-12,,,,,0.0,9.0,3.1041666666666665,False,,,,,,,,,,,,,,,,,,13.0,100.0,52.26315789473684,False
1963-05-13,,,,,1.0,8.0,3.9375,False,,,,,,,,,,,,,,,,,,0.0,100.0,64.6842105263158,False
1963-05-14,,,,,0.0,6.0,2.6458333333333335,True,,,,,,,,,,,,,,,,,,0.0,100.0,60.1578947368421,False
1963-05-15,,,,,0.0,5.0,2.3958333333333335,False,,,,,,,,,,,,,,,,,,0.0,100.0,47.0,True
1963-05-16,,,,,0.0,5.5,2.7916666666666665,False,,,,,,,,,,,,,,,,,,0.0,50.0,17.31578947368421,False
1963-05-17,,,,,0.0,6.5,2.6041666666666665,False,,,,,,,,,,,,,,,,,,0.0,100.0,79.15789473684211,False
1963-05-18,,,,,2.0,6.5,4.708333333333333,False,,,,,,,,,,,,,,,,,,13.0,75.0,37.8421052631579,False
1963-05-19,,,,,2.0,8.5,4.875,False,,,,,,,,,,,,,,,,,,13.0,100.0,68.57894736842105,False
1963-05-20,,,,,3.0,9.0,5.291666666666667,False,,,,,,,,,,,,,,,,,,13.0,100.0,31.31578947368421,False
1963-05-21,,,,,2.0,9.0,5.25,False,,,,,,,,,,,,,,,,,,0.0,50.0,17.31578947368421,False
1963-05-22,,,,,1.0,7.0,4.5625,False,,,,,,,,,,,,,,,,,,0.0,75.0,27.894736842105264,False
1963-05-23,,,,,0.0,4.0,1.9375,False,,,,,,,,,,,,,,,,,,0.0,100.0,66.63157894736842,False
1963-05-24,,,,,1.5,5.5,3.3333333333333335,False,,,,,,,,,,,,,,,,,,0.0,100.0,46.8421052631579,False
1963-05-25,,,,,0.0,6.0,3.25,False,,,,,,,,,,,,,,,,,,0.0,88.0,28.526315789473685,False
1963-05-26,,,,,0.5,6.5,2.9791666666666665,False,,,,,,,,,,,,,,,,,,0.0,100.0,60.21052631578947,False
1963-05-27,,,,,2.0,6.0,3.9583333333333335,False,,,,,,,,,,,,,,,,,,0.0,25.0,6.105263157894737,False
1963-05-28,,,,,0.0,6.5,3.0,False,,,,,,,,,,,,,,,,,,0.0,63.0,28.473684210526315,False
1963-05-29,,,,,0.0,4.5,1.1041666666666667,True,,,,,,,,,,,,,,,,,,13.0,75.0,45.1578947368421,False
1963-05-30,,,,,2.0,7.0,5.0625,False,,,,,,,,,,,,,,,,,,0.0,50.0,17.31578947368421,False
1963-05-31,,,,,2.0,8.0,4.958333333333333,False,,,,,,,,,,,,,,,,,,13.0,100.0,65.42105263157895,False
1963-06-01,,,,,0.0,8.5,3.9583333333333335,False,,,,,,,,,,,,,,,,,,0.0,88.0,43.73684210526316,False
1963-06-02,,,,,0.0,6.5,2.25,False,,,,,,,,,,,,,,,,,,0.0,63.0,17.42105263157895,False
1963-06-03,,,,,0.0,6.0,2.75,True,,,,,,,,,,,,,,,,,,50.0,100.0,85.05263157894737,False
1963-06-04,,,,,0.0,4.0,2.3333333333333335,False,,,,,,,,,,,,,,,,,,0.0,113.0,47.473684210526315,True
1963-06-05,,,,,0.0,6.0,2.1041666666666665,True,,,,,,,,,,,,,,,,,,0.0,113.0,10.0,True
1963-06-06,,,,,0.0,5.0,2.75,False,,,,,,,,,,,,,,,,,,0.0,13.0,9.578947368421053,False
1963-06-07,,,,,0.0,4.0,2.2083333333333335,False,,,,,,,,,,,,,,,,,,0.0,25.0,8.789473684210526,False
1963-06-08,,,,,0.0,6.0,2.3541666666666665,False,,,,,,,,,,,,,,,,,,0.0,63.0,15.947368421052632,False
1963-06-09,,,,,0.0,7.0,3.2291666666666665,False,,,,,,,,,,,,,,,,,,13.0,75.0,34.473684210526315,False
1963-06-10,,,,,0.0,4.0,2.0208333333333335,False,,,,,,,,,,,,,,,,,,38.0,100.0,74.63157894736842,False
1963-06-11,,,,,0.0,5.0,3.0,False,,,,,,,,,,,,,,,,,,13.0,100.0,55.473684210526315,False
1963-06-12,,,,,0.0,8.0,2.8125,True,,,,,,,,,,,,,,,,,,0.0,100.0,48.10526315789474,False
1963-06-13,,,,,0.0,7.5,3.7083333333333335,False,,,,,,,,,,,,,,,,,,0.0,63.0,20.68421052631579,False
1963-06-14,,,,,0.0,4.0,2.1666666666666665,False,,,,,,,,,,,,,,,,,,0.0,88.0,54.21052631578947,False
1963-06-15,,,,,0.0,7.5,3.2916666666666665,False,,,,,,,,,,,,,,,,,,13.0,88.0,48.31578947368421,False
1963-06-16,,,,,0.0,7.0,3.0833333333333335,False,,,,,,,,,,,,,,,,,,0.0,63.0,24.0,False
1963-06-17,,,,,1.5,6.5,4.104166666666667,True,,,,,,,,,,,,,,,,,,13.0,100.0,64.78947368421052,False
1963-06-18,,,,,0.0,6.5,3.1875,False,,,,,,,,,,,,,,,,,,0.0,100.0,59.36842105263158,False
1963-06-19,,,,,1.0,9.0,4.895833333333333,True,,,,,,,,,,,,,,,,,,38.0,100.0,86.36842105263158,False
1963-06-20,,,,,1.5,6.0,3.1875,False,,,,,,,,,,,,,,,,,,25.0,100.0,66.6842105263158,False
1963-06-21,,,,,0.0,4.0,1.5,False,,,,,,,,,,,,,,,,,,63.0,100.0,87.05263157894737,False
1963-06-22,,,,,1.0,3.0,1.9375,False,,,,,,,,,,,,,,,,,,75.0,100.0,92.3157894736842,False
1963-06-23,,,,,1.5,5.0,3.1041666666666665,False,,,,,,,,,,,,,,,,,,25.0,100.0,75.26315789473684,False
1963-06-24,,,,,2.0,7.0,4.3125,False,,,,,,,,,,,,,,,,,,13.0,100.0,81.94736842105263,False
1963-06-25,,,,,2.0,7.0,4.333333333333333,False,,,,,,,,,,,,,,,,,,25.0,100.0,66.10526315789474,False
1963-06-26,,,,,2.5,7.0,4.645833333333333,False,,,,,,,,,,,,,,,,,,13.0,100.0,84.3157894736842,False
1963-06-27,,,,,1.5,10.5,6.145833333333333,False,,,,,,,,,,,,,,,,,,38.0,100.0,85.63157894736842,False
1963-06-28,,,,,1.5,6.0,3.1041666666666665,False,,,,,,,,,,,,,,,,,,13.0,88.0,71.47368421052632,False
1963-06-29,,,,,0.5,3.5,1.6666666666666667,False,,,,,,,,,,,,,,,,,,0.0,100.0,29.94736842105263,True
1963-06-30,,,,,0.0,7.0,3.9791666666666665,False,,,,,,,,,,,,,,,,,,13.0,88.0,41.73684210526316,False
1963-07-01,,,,,0.0,7.5,4.3125,False,,,,,,,,,,,,,,,,,,0.0,50.0,10.789473684210526,False
1963-07-02,,,,,0.0,6.0,1.7708333333333333,False,,,,,,,,,,,,,,,,,,0.0,75.0,27.894736842105264,False
1963-07-03,,,,,0.0,5.0,2.3541666666666665,False,,,,,,,,,,,,,,,,,,13.0,63.0,32.526315789473685,False
1963-07-04,,,,,0.0,4.5,2.0,False,,,,,,,,,,,,,,,,,,13.0,75.0,31.94736842105263,False
1963-07-05,,,,,0.0,3.5,1.7916666666666667,False,,,,,,,,,,,,,,,,,,0.0,50.0,25.894736842105264,False
1963-07-06,,,,,0.0,7.0,3.7083333333333335,False,,,,,,,,,,,,,,,,,,0.0,100.0,49.63157894736842,False
1963-07-07,,,,,1.5,6.0,3.9791666666666665,False,,,,,,,,,,,,,,,,,,75.0,100.0,92.78947368421052,False
1963-07-08,,,,,0.0,7.0,3.6666666666666665,False,,,,,,,,,,,,,,,,,,63.0,100.0,90.36842105263158,False
1963-07-09,,,,,0.0,6.5,3.6041666666666665,False,,,,,,,,,,,,,,,,,,13.0,100.0,68.10526315789474,False
1963-07-10,,,,,0.0,7.0,3.9166666666666665,True,,,,,,,,,,,,,,,,,,63.0,100.0,81.84210526315789,False
1963-07-11,,,,,1.0,8.5,4.479166666666667,False,,,,,,,,,,,,,,,,,,13.0,100.0,70.63157894736842,False
1963-07-12,,,,,3.5,9.0,6.1875,False,,,,,,,,,,,,,,,,,,0.0,100.0,60.1578947368421,False
1963-07-13,,,,,2.0,7.5,4.729166666666667,False,,,,,,,,,,,,,,,,,,13.0,88.0,55.578947368421055,False
1963-07-14,,,,,0.0,5.5,2.6041666666666665,False,,,,,,,,,,,,,,,,,,88.0,113.0,98.78947368421052,False
1963-07-15,,,,,0.0,7.5,3.4166666666666665,False,,,,,,,,,,,,,,,,,,38.0,100.0,76.0,False
1963-07-16,,,,,2.5,8.0,4.875,False,,,,,,,,,,,,,,,,,,88.0,100.0,97.47368421052632,False
1963-07-17,,,,,2.5,6.5,4.479166666666667,False,,,,,,,,,,,,,,,,,,13.0,100.0,74.0,False
1963-07-18,,,,,2.0,6.5,4.104166666666667,False,,,,,,,,,,,,,,,,,,25.0,88.0,62.26315789473684,False
1963-07-19,,,,,0.0,5.0,2.4583333333333335,False,,,,,,,,,,,,,,,,,,0.0,50.0,23.42105263157895,False
1963-07-20,,,,,3.0,11.0,6.104166666666667,False,,,,,,,,,,,,,,,,,,13.0,100.0,66.6842105263158,False
1963-07-21,,,,,2.0,11.0,7.0625,True,,,,,,,,,,,,,,,,,,0.0,88.0,19.473684210526315,False
1963-07-22,,,,,0.0,7.5,3.5,False,,,,,,,,,,,,,,,,,,0.0,63.0,31.894736842105264,False
1963-07-23,,,,,0.0,6.0,3.875,False,,,,,,,,,,,,,,,,,,13.0,75.0,41.63157894736842,False
1963-07-24,,,,,0.0,7.0,3.0,False,,,,,,,,,,,,,,,,,,13.0,100.0,74.57894736842105,False
1963-07-25,,,,,1.5,9.5,5.166666666666667,False,,,,,,,,,,,,,,,,,,50.0,88.0,77.94736842105263,False
1963-07-26,,,,,2.5,8.0,5.5625,False,,,,,,,,,,,,,,,,,,0.0,88.0,62.73684210526316,False
1963-07-27,,,,,0.0,5.0,2.875,False,,,,,,,,,,,,,,,,,,0.0,88.0,58.26315789473684,False
1963-07-28,,,,,0.0,5.0,2.9375,False,,,,,,,,,,,,,,,,,,13.0,88.0,45.68421052631579,False
1963-07-29,,,,,0.0,4.5,2.5,False,,,,,,,,,,,,,,,,,,63.0,100.0,95.47368421052632,False
1963-07-30,,,,,2.0,5.5,3.125,False,,,,,,,,,,,,,,,,,,75.0,100.0,93.57894736842105,False
1963-07-31,,,,,1.0,5.5,3.5208333333333335,False,,,,,,,,,,,,,,,,,,0.0,100.0,64.6842105263158,False
1963-08-01,,,,,1.0,7.0,3.8958333333333335,False,,,,,,,,,,,,,,,,,,0.0,88.0,36.526315789473685,False
1963-08-02,,,,,0.0,6.0,2.75,False,,,,,,,,,,,,,,,,,,0.0,88.0,28.526315789473685,False
1963-08-03,,,,,0.0,5.5,2.2291666666666665,False,,,,,,,,,,,,,,,,,,0.0,88.0,61.526315789473685,False
1963-08-04,,,,,0.0,3.5,1.3125,False,,,,,,,,,,,,,,,,,,13.0,100.0,78.47368421052632,False
1963-08-05,,,,,0.0,7.0,4.083333333333333,False,,,,,,,,,,,,,,,,,,0.0,100.0,41.68421052631579,True
1963-08-06,,,,,1.0,6.0,3.4583333333333335,False,,,,,,,,,,,,,,,,,,88.0,113.0,101.47368421052632,False
1963-08-07,,,,,0.0,3.5,2.1041666666666665,False,,,,,,,,,,,,,,,,,,13.0,100.0,86.36842105263158,False
1963-08-08,,,,,1.5,6.0,4.0,False,,,,,,,,,,,,,,,,,,88.0,100.0,96.21052631578948,False
1963-08-09,,,,,1.5,7.0,3.9375,False,,,,,,,,,,,,,,,,,,0.0,100.0,71.21052631578948,False
1963-08-10,,,,,0.5,6.5,2.8333333333333335,True,,,,,,,,,,,,,,,,,,0.0,88.0,66.78947368421052,False
1963-08-11,,,,,1.0,5.5,3.0416666666666665,False,,,,,,,,,,,,,,,,,,0.0,100.0,70.57894736842105,False
1963-08-12,,,,,0.0,4.0,1.5208333333333333,False,,,,,,,,,,,,,,,,,,50.0,100.0,78.52631578947368,False
1963-08-13,,,,,0.0,4.5,2.0,False,,,,,,,,,,,,,,,,,,0.0,100.0,79.26315789473684,False
1963-08-14,,,,,0.0,3.5,1.4166666666666667,False,,,,,,,,,,,,,,,,,,63.0,100.0,86.57894736842105,False
1963-08-15,,,,,0.0,3.0,1.125,False,,,,,,,,,,,,,,,,,,25.0,100.0,77.94736842105263,False
1963-08-16,,,,,0.0,4.5,2.1875,False,,,,,,,,,,,,,,,,,,38.0,100.0,94.84210526315789,False
1963-08-17,,,,,0.0,7.0,2.25,False,,,,,,,,,,,,,,,,,,0.0,100.0,67.42105263157895,False
1963-08-18,,,,,0.0,6.0,2.7083333333333335,False,,,,,,,,,,,,,,,,,,0.0,88.0,67.42105263157895,False
1963-08-19,,,,,1.0,9.5,5.375,True,,,,,,,,,,,,,,,,,,13.0,100.0,84.3157894736842,False
1963-08-20,,,,,0.0,6.5,2.0833333333333335,True,,,,,,,,,,,,,,,,,,0.0,100.0,63.31578947368421,True
1963-08-21,,,,,0.0,4.5,1.8333333333333333,False,,,,,,,,,,,,,,,,,,0.0,100.0,79.94736842105263,False
1963-08-22,,,,,0.0,5.5,1.0833333333333333,False,,,,,,,,,,,,,,,,,,0.0,100.0,70.57894736842105,False
1963-08-23,,,,,0.0,3.5,1.5625,False,,,,,,,,,,,,,,,,,,0.0,100.0,60.68421052631579,False
1963-08-24,,,,,0.0,5.5,2.9166666666666665,False,,,,,,,,,,,,,,,,,,0.0,25.0,12.052631578947368,False
1963-08-25,,,,,0.0,5.5,1.8541666666666667,False,,,,,,,,,,,,,,,,,,0.0,100.0,69.42105263157895,False
1963-08-26,,,,,0.0,7.5,3.2291666666666665,True,,,,,,,,,,,,,,,,,,0.0,113.0,78.47368421052632,False
1963-08-27,,,,,2.5,8.0,4.395833333333333,True,,,,,,,,,,,,,,,,,,0.0,100.0,63.421052631578945,False
1963-08-28,,,,,1.0,6.0,4.25,False,,,,,,,,,,,,,,,,,,0.0,88.0,57.473684210526315,True
1963-08-29,,,,,0.0,3.5,0.8125,False,,,,,,,,,,,,,,,,,,13.0,100.0,87.57894736842105,False
1963-08-30,,,,,0.0,4.0,1.5833333333333333,False,,,,,,,,,,,,,,,,,,38.0,100.0,80.47368421052632,False
1963-08-31,,,,,0.0,4.0,2.4583333333333335,False,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,False
1963-09-01,,,,,0.5,4.5,2.6875,False,,,,,,,,,,,,,,,,,,88.0,100.0,99.4,False
1963-09-02,,,,,2.0,5.0,3.6458333333333335,False,,,,,,,,,,,,,,,,,,38.0,113.0,84.9090909090909,False
1963-09-03,,,,,0.0,4.5,2.6458333333333335,False,,,,,,,,,,,,,,,,,,63.0,100.0,86.66666666666667,False
1963-09-04,,,,,0.0,5.0,2.2083333333333335,False,,,,,,,,,,,,,,,,,,0.0,100.0,58.125,False
1963-09-05,,,,,2.0,4.5,3.3958333333333335,False,,,,,,,,,,,,,,,,,,0.0,100.0,70.58333333333333,False
1963-09-06,,,,,1.5,6.5,3.6666666666666665,False,,,,,,,,,,,,,,,,,,88.0,100.0,99.5,False
1963-09-07,,,,,2.5,8.5,4.9375,False,,,,,,,,,,,,,,,,,,0.0,100.0,51.875,False
1963-09-08,,,,,0.0,7.5,3.375,False,,,,,,,,,,,,,,,,,,0.0,63.0,24.708333333333332,False
1963-09-09,,,,,0.0,6.0,3.3333333333333335,False,,,,,,,,,,,,,,,,,,0.0,100.0,48.708333333333336,False
1963-09-10,,,,,0.0,4.0,1.875,False,,,,,,,,,,,,,,,,,,13.0,100.0,69.41666666666667,False
1963-09-11,,,,,0.0,4.5,2.0,False,,,,,,,,,,,,,,,,,,0.0,50.0,15.416666666666666,False
1963-09-12,,,,,0.0,6.0,3.0,False,,,,,,,,,,,,,,,,,,0.0,100.0,55.958333333333336,False
1963-09-13,,,,,0.0,5.0,2.4791666666666665,False,,,,,,,,,,,,,,,,,,0.0,100.0,40.875,False
1963-09-14,,,,,3.5,9.5,7.229166666666667,False,,,,,,,,,,,,,,,,,,0.0,100.0,57.5,True
1963-09-15,,,,,4.0,10.0,7.208333333333333,True,,,,,,,,,,,,,,,,,,0.0,100.0,48.041666666666664,False
1963-09-16,,,,,4.5,10.5,6.6875,False,,,,,,,,,,,,,,,,,,13.0,100.0,35.125,False
1963-09-17,,,,,0.0,5.5,2.5416666666666665,False,,,,,,,,,,,,,,,,,,0.0,113.0,63.833333333333336,True
1963-09-18,,,,,0.0,6.0,3.2708333333333335,False,,,,,,,,,,,,,,,,,,0.0,113.0,49.125,True
1963-09-19,,,,,0.0,5.0,2.375,False,,,,,,,,,,,,,,,,,,0.0,50.0,8.458333333333334,False
1963-09-20,,,,,0.0,4.0,1.2291666666666667,False,,,,,,,,,,,,,,,,,,0.0,13.0,4.333333333333333,False
1963-09-21,,,,,0.0,5.5,2.6666666666666665,False,,,,,,,,,,,,,,,,,,0.0,50.0,7.958333333333333,False
1963-09-22,,,,,0.0,5.0,2.0208333333333335,False,,,,,,,,,,,,,,,,,,0.0,100.0,45.083333333333336,False
1963-09-23,,,,,0.0,5.5,2.4583333333333335,False,,,,,,,,,,,,,,,,,,0.0,100.0,86.625,True
1963-09-24,,,,,2.5,6.0,4.145833333333333,False,,,,,,,,,,,,,,,,,,0.0,100.0,81.375,False
1963-09-25,,,,,3.5,5.5,4.4375,False,,,,,,,,,,,,,,,,,,75.0,113.0,99.54166666666667,False
1963-09-26,,,,,3.0,13.0,6.645833333333333,False,,,,,,,,,,,,,,,,,,13.0,100.0,75.125,False
1963-09-27,,,,,3.5,11.5,7.9375,False,,,,,,,,,,,,,,,,,,13.0,100.0,65.33333333333333,False
1963-09-28,,,,,2.0,7.5,4.791666666666667,False,,,,,,,,,,,,,,,,,,13.0,88.0,47.708333333333336,False
1963-09-29,,,,,2.5,7.5,4.708333333333333,False,,,,,,,,,,,,,,,,,,0.0,100.0,45.625,False
1963-09-30,,,,,0.0,5.5,2.4583333333333335,False,,,,,,,,,,,,,,,,,,13.0,100.0,76.75,False
1963-10-01,,,,,0.0,4.5,1.8125,False,,,,,,,,,,,,,,,,,,38.0,100.0,72.75,False
1963-10-02,,,,,0.0,5.0,2.0208333333333335,False,,,,,,,,,,,,,,,,,,75.0,100.0,92.41666666666667,False
1963-10-03,,,,,1.0,5.5,3.8958333333333335,False,,,,,,,,,,,,,,,,,,38.0,100.0,87.75,False
1963-10-04,,,,,2.0,6.0,3.9166666666666665,False,,,,,,,,,,,,,,,,,,13.0,100.0,79.375,False
1963-10-05,,,,,1.5,7.5,4.854166666666667,False,,,,,,,,,,,,,,,,,,0.0,100.0,74.75,False
1963-10-06,,,,,0.0,3.5,1.4375,False,,,,,,,,,,,,,,,,,,0.0,113.0,70.08333333333333,False
1963-10-07,,,,,0.0,4.0,1.6041666666666667,False,,,,,,,,,,,,,,,,,,0.0,113.0,81.58333333333333,False
1963-10-08,,,,,2.0,5.0,3.625,False,,,,,,,,,,,,,,,,,,13.0,100.0,67.54166666666667,False
1963-10-09,,,,,3.5,9.0,6.333333333333333,False,,,,,,,,,,,,,,,,,,0.0,100.0,57.958333333333336,False
1963-10-10,,,,,2.5,8.5,5.25,False,,,,,,,,,,,,,,,,,,0.0,100.0,51.166666666666664,False
1963-10-11,,,,,1.5,7.0,4.375,False,,,,,,,,,,,,,,,,,,0.0,100.0,73.0,False
1963-10-12,,,,,2.0,16.5,9.854166666666666,False,,,,,,,,,,,,,,,,,,0.0,100.0,27.25,True
1963-10-13,,,,,0.0,6.0,3.375,False,,,,,,,,,,,,,,,,,,0.0,100.0,79.25,False
1963-10-14,,,,,4.0,12.0,8.520833333333334,False,,,,,,,,,,,,,,,,,,0.0,100.0,85.54166666666667,False
1963-10-15,,,,,0.0,7.0,4.125,False,,,,,,,,,,,,,,,,,,0.0,75.0,16.791666666666668,False
1963-10-16,,,,,2.0,6.5,4.270833333333333,False,,,,,,,,,,,,,,,,,,63.0,100.0,96.375,False
1963-10-17,,,,,0.0,4.0,2.0833333333333335,False,,,,,,,,,,,,,,,,,,38.0,100.0,84.08333333333333,False
1963-10-18,,,,,0.0,4.0,1.875,False,,,,,,,,,,,,,,,,,,38.0,113.0,98.75,False
1963-10-19,,,,,0.0,6.5,3.1458333333333335,False,,,,,,,,,,,,,,,,,,0.0,100.0,56.333333333333336,False
1963-10-20,,,,,0.0,6.0,2.6875,False,,,,,,,,,,,,,,,,,,0.0,113.0,74.16666666666667,True
1963-10-21,,,,,1.5,6.5,4.020833333333333,False,,,,,,,,,,,,,,,,,,0.0,113.0,68.95833333333333,False
1963-10-22,,,,,0.0,7.5,4.0625,True,,,,,,,,,,,,,,,,,,38.0,100.0,91.25,False
1963-10-23,,,,,0.0,4.0,1.9166666666666667,False,,,,,,,,,,,,,,,,,,0.0,100.0,22.541666666666668,False
1963-10-24,,,,,2.5,6.5,4.479166666666667,False,,,,,,,,,,,,,,,,,,0.0,100.0,55.916666666666664,False
1963-10-25,,,,,0.5,6.0,3.7916666666666665,False,,,,,,,,,,,,,,,,,,0.0,100.0,75.625,False
1963-10-26,,,,,0.0,6.0,2.6875,False,,,,,,,,,,,,,,,,,,0.0,100.0,78.75,False
1963-10-27,,,,,0.0,5.5,2.25,False,,,,,,,,,,,,,,,,,,0.0,100.0,68.375,False
1963-10-28,,,,,1.5,5.5,4.166666666666667,False,,,,,,,,,,,,,,,,,,38.0,100.0,94.33333333333333,False
1963-10-29,,,,,1.5,5.0,2.9583333333333335,False,,,,,,,,,,,,,,,,,,0.0,100.0,56.458333333333336,False
1963-10-30,,,,,0.0,4.5,1.6666666666666667,False,,,,,,,,,,,,,,,,,,0.0,75.0,23.75,False
1963-10-31,,,,,0.0,4.0,1.7708333333333333,False,,,,,,,,,,,,,,,,,,0.0,100.0,60.75,False
1963-11-01,,,,,0.0,5.5,2.4375,False,,,,,,,,,,,,,,,,,,13.0,100.0,88.66666666666667,False
